,original_text,disfluent_text,binary_label,token_tags
2772,What is happening to the number of government schools in rural India?,Who can actually tell me what is happening to the number of government schools in rural India?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2773,How many undeveloped countries did British researchers use to gather statistics from?,What rates er how many undeveloped countries did British researchers use to gather statistics from?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2774,Who was Warsz?,What does er who was Warsz?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F']"
2775,What was the very first television station to broadcast in Fresno?,"What was the very first television station to broadcast in Chico, or uh  Fresno?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
2776,What happens when cilia and arbol clap their lobes?,What happens when water um I mean cilia and arbol clap their lobes?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2777,What can scales and spring balances measure between two forces by using static equilibrium?,"Who expounded, I mean like what can scales and spring balances measure between two forces by using static equilibrium?",D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2778,What makes detection by killer T cells more likely?,What is sorry What makes detection by killer T cells more likely?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2779,Why is there a need for a dedicated path?,Dedicated messages are needed because oof why is there a need for a dedicated path?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2780,What dynasty did Zhang Rhou help attack?,"What dynasty did Toregene Khatun, no no I mean, Zhang Rhou help attack?",D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2781,"What can people work towards if they aren't denied their functionings, capabilities and agency?","What can people work towards if they receive no aren't denied their functionings, capabilities and agency?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2782,Where did American troops remain stationed after Saddam's win?,Where did American troops leave no no remain stationed after Saddam's defeat um no his win?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
2783,What doctorate program has been offered since 1996?,What  type of requirement does the College's common core require no sorry I want to know which doctorate program has been offered since 1996?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2784,Who wrote that its difficult to formulate a definition of grammatical niceties?,Who wrote that its difficult to produce no no formulate a definition of grammatical niceties?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2785,What contributes the least amount of water to the area?,Where does er what contributes the least amount of water to the area?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2786,What group will rarely run a public school?,What group will operate sorry rarely run a public school?,D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2787,Where does newly created wealth concentrate?,What does the money no actually where does newly created wealth concentrate?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2788,Why was Telenet purchased in 1979?,"How, no, why was Telenet purchased in 1979?",D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2789,Who did Jacksonville support with supplies during the Revolutionary war?,Who did Confederate no Jacksonville support with supplies during the Revolutionary war?,D,"['F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2790,When did Zhu publish 'Jade Mirror of the Five Unknowns'?,When did Pascal no Zhu publish 'Jade Mirror of the Five Unknowns'?,D,"['F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2791,When was it discovered that prime numbers could applied to the creation of public key cryptography algorithms?,What type er when was it discovered that prime numbers could applied to the creation of public key cryptography algorithms?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2792,An object suspended on a horizontal spring scale experiences the force of what?,An object forced no that is suspended on a horizontal spring scale experiences the force of what?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2793,Telstra started what in the early 1980s?,Telstra started AUSTPAC no what did they start in the early 1980s?,D,"['F', 'F', 'D', 'D', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2794,Which part of Japan had people ranked lower in the class system?,What part sorry Which part of Japan had people ranked lower in the class system?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2795,"Besides Leibniz, what other mathematician proved the validity of Fermat's little theorem?","Besides Mersenne no uh Leibniz, what other mathematician proved the validity of Fermat's little theorem?",D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2796,What molecules are repelled by pathogenic antigens?,What molecules of the adaptive immune system only exist in jawed vertebrates no sorry I want to know what molecules are repelled by pathogenic antigens?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2797,What is the application of prime numbers used in information technology which utilizes the fact that factoring very large prime numbers is very challenging?,How is the or no make that what is the application of prime numbers used in information technology which utilizes the fact that factoring very large prime numbers is very challenging?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2798,How long had John Paul II been the pope in 1979?,How long had John Paul II been the pope in 1983 or no rather in 1979?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
2799,What captured the Vosges Mountains?,Who no make that what captured the Vosges Mountains?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2800,What systems classify trade contractors?,How are er what systems classify trade contractors?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2801,What happens when an antigen fails to bind to an immune receptor?,What molecules pardon happens when an antigen fails to bind to an immune receptor?,D,"['F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2802,When did the Channel 4 documentary Undercover Mosque air?,What did no When did the Channel 4 documentary Undercover Mosque air?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2803,"In an ideal moral society, what would all citizens be free from?","In a government redistributes no in an ideal moral society, what would all citizens be free from?",D,"['F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2804,Who didn't the Mongols send to Bukhara as administrators?,Who didn't the Mongols send to Japan I mean Bukhara as administrators?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2805,"When political inequality is smaller, more waste and pollution is?","What would er when political inequality is smaller, more waste and pollution is?",D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2806,What are sedimentary layers used to investigate?,What are sedimentary layers used to understand er like investigate?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
2807,What equilibrium occurs in fluctuating velocity motion?,What equilibrium occurs in constant oh wait rather fluctuating velocity motion?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2808,Where does the Middle Rhine flow between Bingen and Bonn?,What is er where does the Middle Rhine flow between Bingen and Bonn?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2809,State Route 168 head west of what?,State Route 99 no 168 head west of what?,D,"['F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2810,What was Ban Ki-Moon the Secretary General of?,What was acknowledging no what was Ban Ki-Moon the Secretary General of?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2811,Where did Maududi's books place Islam?,Where did Maududi's books place Pakistan sorry instead Islam?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
2812,Who was Kublai Khan's grandfather?,Who was the successors of Khan um wait no the Kublai Khan's grandfather?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2813,What is the name of the bridge over the Longwood Medical and Academic area?,Which is or no make that what is the name of the bridge over the Longwood Medical and Academic area?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2814,What do some theories claim about civil disobedience?,What do some theories claim about the decisions of non-governmental oh sorry what do theories claim about civil disobedience?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
2815,How many times did Maclure cross the Union states?,"How many times did Maclure cross the Allegheny Mountains, well actually how many times did he cross the Union states?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
2816,Newton realized that gravitational deceleration was proportional to what?,The Moon no um sorry Newton realized that gravitational deceleration was proportional to what?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2817,When did Khan establish the Great Yuan?,What year no wait When did Khan establish the Great Yuan?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2818,What is subtracted to its constituency seats?,What is subtracted to its allocated no constituency seats?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F']"
2819,What wasn't apolitical Islam?,Where or no rather what wasn't apolitical Islam?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2820,What does the second timeline compress?,What does the short epochs no the second timeline compress?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2821,When did the bubonic plague begin in Europe?,How did the or no rather when did the bubonic plague begin in Europe?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2822,What needs to happen to prevent building authority regulations?,What needs to happen to prevent waste err no building authority regulations?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2823,What issues may prevent women from working outside the home or receiving education?,When do or actually tell me what issues may prevent women from working outside the home or receiving education?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2824,What kind of non-peer-reviewed sources does the IPCC use?,What kind of non-peer-reviewed sources doesn't no does the IPCC use?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2825,What is the name of the latest epoch?,What does or uh what is the name of the latest epoch?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2826,How much of the Noord River flows into the North Sea?,Which of the or no make that how much of the Noord River flows into the North Sea?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2827,How many organizations issued the joint statement on climate change?,How many science academies wait did I say academies I mean organizations issued the joint statement on climate change?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2828,Why are some forces due to that are impossible to model?,Why are some forces due to that are possible to no wait impossible to model?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2829,What male sex hormone is an immunostimulator?,What is uh what male sex hormone is an immunostimulator?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2830,What is one main reason that civil disobedience is not recognized?,What is one main reason securing an amendment of the law is not recognized no no just tell me one main reason that civil disobedience is not recognized?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2831,What responsibilities were pharmacy technicians formerly limited to?,What dispensary no responsibilities were pharmacy technicians formerly limited to?,D,"['F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2832,What proceeded along the lines of unification of similar ideas?,What proceeded along the lines of unification of disparate no wait I mean similar ideas?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
2833,How many bits are often in the primes used for RSA private key cryptography algorithms?,How many bits are often in the exchange no primes used for RSA private key cryptography algorithms?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2834,What is a non-Islamic revival movement?,What is a non-Islamic strategy um no revival movement?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
2835,What nationality was Paul-Louis Simond?,What nationality was Yersin or uh Paul-Louis Simond?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
2836,What is a main duty of the GPhC?,What is a main duty of the pharmacy technician or no of the GPhC?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
2837,The perceived British policy of being hands off of its Muslim population has resulted in what derogatory term for France?,The perceived Mosque no the British policy of being hands off of its Muslim population has resulted in what derogatory term for France?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2838,What new product did Bank of America introduce in 1958?,What company no what new product did Bank of America introduce in 1958?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2839,What profession does Zbigniew Badowski have?,What job sorry what profession does Zbigniew Badowski have?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2840,Which diseases do many scientists believe contributed to plague pandemic?,Who was or instead which diseases do many scientists believe contributed to plague pandemic?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2841,What do custom designed homes dictate in the area?,What do custom designed homes conform no I mean dictate in the area?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2842,Why were Eastern Chinese ranked lower?,Why were Eastern Chinese ranked higher I mean lower?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
2843,Why aren't the examples of Parisian architecture visible today?,Why aren't the examples of Parisian style or rather architecture visible today?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2844,What type of committees exist in the fifth Session?,What type of parties ugh sorry committees exist in the fifth Session?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2845,What two types of activity are associated with the Canadian shield?,What two types of activity are associated with volcanism umm I meant the Canadian shield?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2846,What was Zia-ul-Haq's non-official state ideology?,What was Ali Bhutto's or no rather Zia-ul-Haq's non-official state ideology?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2847,What mainlines head west and south from the city?,What branchlines or I guess mainlines head west and south from the city?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2848,What is one thing cilia don't have?,"What is one thing cilia have, oh wait, they don't have?",D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2849,How aren't incomes distributed in Sweden?,"How aren't incomes distributed in Japan, sorry make that in Sweden?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
2850,The amount of land a country controls is its worst what?,Western Imperialism united the globe according to which theory no wait change that to the amount of land a country controls is its worst what?,D,"['D', 'D', 'D', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2851,What suffered considerably for Bloc when it had an Eastern economy?,"Why has Warsaw, uh wait, what suffered considerably for Bloc when it had an Eastern economy?",D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2852,"Along with the Anglican Church and Uniting Church, what religious denomination operates private schools in Australia?","denomination operates St Joseph's College no let me rephrase and say that along with the Anglican Church and Uniting Church, what religious denomination operates private schools in Australia?",D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2853,What sea does the Rhine flow out of?,What village um no sea does the Rhine flow out of?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2854,What is a reason for the movement to legalize importing medicines from other countries?,Who or no actually what is a reason for the movement to legalize importing medicines from other countries?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2855,What Institute published findings in September 2012 regarding the Forbes richest 400 Americans?,"What Institute published findings in September 2012 regarding the New York Times, no make that, the Forbes richest 400 Americans?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2856,Where did Barack Obama give his last speech in 2016?,Where did Barack Obama give his last speech in 2017 no wait 2016?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
2857,What garden was formally only for running?,What garden was formally only for royalty no sorry for running?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
2858,What does the Aboral use its comb rows as?,What does the pharynx no the Aboral use its comb rows as?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2859,Who calculated the speed of light?,"Who is also, no not that, who calculated the speed of light?",D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2860,"Other than Scotland's Chief Law Officer, from whence are most ministers drawn from amongst?","Other than Scotland's Chief Law Officer, from whence are most seats umm rather ministers drawn from amongst?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2861,What did the Hamas charter uncompromisingly encourage?,Where does or uh what did the Hamas charter uncompromisingly encourage?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2862,What type of protest falls under civil disobedience without aggression?,Which or no make that what type of protest falls under civil disobedience without aggression?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2863,What happens in a phase 2 contract?,What happens in a phase 1 or no make that in a phase 2 contract?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
2864,DNIC allowed a host to do what?,DATAPAC oops sorry I mean DNIC allowed a host to do what?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2865,Where does Lake Constance emerge from?,How much er where does Lake Constance emerge from?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2866,How is unregistered property held in informal form?,How is unregistered documents or uh property held in informal form?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2867,What is unimportant in SAR?,What is infectious no not right I mean unimportant in SAR?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2868,How far is Fresno City College from the Tower District?,How far is Olive uh Fresno City College from the Tower District?,D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2869,How many factors of health and social problems did Wilkinson and PIckett identify?,who created no How many factors of health and social problems did Wilkinson and PIckett identify?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2870,What do job types and levels of experience show in the results?,What do salaries no um job types and levels of experience show in the results?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2871,Which genus of ctenophores does not have cydipped-like larvae?,Which genus of lobata or uh sorry ctenophores does not have cydipped-like larvae?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2872,What isn't economic growth insufficient for progress on?,What does it take a country or what isn't economic growth insufficient for progress on?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2873,What kind of immune response do smaller drugs provoke?,When does or no make that what kind of immune response do smaller drugs provoke?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2874,Who had Kublai wanted to precede him?,Who umm had Kublai wanted to precede him?,D,"['F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2875,Where is the airport located?,When were uh where is the airport located?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
2876,Autumn Summer Jazz Days is one of the many what hosted by Warsaw?,What does autumn host many of or rather Autumn Summer Jazz Days is one of the many what hosted by Warsaw?,D,"['D', 'D', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2877,What does Obersee mean?,What does Untersee or rather what does Obersee mean?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
2878,How many Khitan Tumens were there?,How many soldiers no Khitan Tumens were there?,D,"['F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
2879,What other clashes were involved in taking Louisbourg?,"What other clashes were involved in taking Bloody Creek, no sorry, taking Louisbourg?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
2880,Where did France lose a war in the 1930's?,Where did France lose a war in the 1950's no wait the 1930's?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
2881,How many types of movements do euplokamis tentilla have?,How many types of movements do cydippid ctenophores actually I mean euplokamis tentilla have?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
2882,How long does it take to build electrical facilities?,What is the construction timeline no wait How long does it take to build electrical facilities?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2883,What philosophies overlay Chinese medicine?,What philosophies overlay Western umm rather Chinese medicine?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
2884,What is underrepresented in epitope regions?,How is or no make that what is underrepresented in epitope regions?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2885,"The Ottoman empire controlled territory on three continents, Africa, Asia and which other?","The Turkish Empire no no I meant Ottoman empire controlled territory on three continents, Africa, Asia and which other?",D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2886,NSF began in 1985 to promote what?,United States or no make that NSF began in 1985 to promote what?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2887,Who does the Carnegie Foundation depend on for some aspects of undergraduate education?,Who does the Carnegie Foundation criticize uh depend on for some aspects of undergraduate education?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2888,What well known political scientists are currently on the university's faculty?,What paleontologists no uh what well known political scientists are currently on the university's faculty?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2889,What is one of the minor treaty's on climate change?,What organization or what is one of the minor treaty's on climate change?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2890,How is income determined in a market with variously unskilled workers?,How is income determined in a market with variously skilled no unskilled workers?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F']"
2891,Who did the NIF regime not harbor prior to 9/11?,How did er who did the NIF regime not harbor prior to 9/11?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
2892,What illegitimate dynasty came before the Yuan?,What did Mongols worship no scratch that and tell me the illegitimate dynasty that came before the Yuan?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F']"
